,index,Kilde,content,tokens,url
1760,1760,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af terrændæk 
ved opbygning af nyt terrændækUDGIVET AUGUST 2017 - REVIDERET  AUGUST 2022
Terrændæk i småhuse opført frem til 1979 er relativt 
dårligt isolerede. Især i huse opført før 1972 er varme-
isoleringen ringe og giver anledning til et væsentligt 
varmetab og fodkulde. Hertil kommer, at fugt i kon -
struktionen kan give problemer med gulvbelægningen og 
bidrage til skimmelvækst. Endelig kan et ældre terræn -
dæk med revner i betonen under gulvet give anledning 
til et uacceptabelt højt radonniveau i bygningen.
Et veldrænet terrændæk uden fugtproblemer og med fx 
25 mm isolering kan efterisoleres ovenfra, så den sam -
lede isoleringstykkelse bliver 75 mm. Det forudsætter 
en grundig undersøgelse af fugtstrømme og varmestrøm -
me i konstruktionen. Dette sikrer dog ikke tilstrækkelig 
energieffektivitet og muligheden indgår ikke i denne 
energiløsning.
Denne energiløsning ”Efterisolering af terrændæk ved 
opbygning af nyt terrændæk” anbefales til løsning af 
ovenstående problemer og i forbindelse med ombygning 
af terrændæk ved etablering af gulvvarme.
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. Energiløsning
1Gulvbrædder på strøer
Isolering
Fugtspærre / radonspærre
Beton
Trykfast isolering
Kapillarbrydende lag
evt. med radonsugKantisolering min. 20 mm
Klinker
Fugtspærre / radonspærre
Beton
Kapillarbrydende lag
evt. med radonsugKantisolering min. 20 mm
Trykfast isoleringFuge
GulvvarmeslangerGulvbrædder på strøer
Isolering
Beton
Kapillarbrydende lagTerrændæk, før  
Nyt terændæk
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
113 113
Energiløsning",640,https://byggeriogenergi.dk/
1761,1761,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af terrændæk ved opbygning af nyt terrændæk
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 2Energibesparelse
Nyt terrændæk
200 mm isolering
U = 0,15 W/m²KNyt terrændæk
300 mm isolering
U = 0,10 W/m²K
Energibesparelse i kWh/ m2 pr. årUden 
gulvvarme
Trægulv på strøer, isolering og drænlag 
af letklinkerEksisterende terrændæk
Trægulv på strøer, isolering over eller 
under beton. Drænlag af grus eller 
sten.
0 mm isolering 
30 mm isolering
50 mm isolering
75 mm isolering
150 mm letklinker
200 mm letklinker
250 mm letklinker30
20
15
12
12
9
617
10
6
4
4
2
035
25
20
16
17
13
1121
15
11
9
9
7
5Med 
gulvvarmeUden 
gulvvarmeMed 
gulvvarmeFordele
• Mindre varmetab gennem gulvet
• Lavere varmeregning 
• Lavere CO2-udledning
• Bedre indeklima
• Ændringen øger bygningens værdi
• Effektiv radonsikring
• Fjerner risikoen for opfugtning og skimmelvækst i 
konstruktionen
• Kan kombineres med etablering af gulvvarmeIndeklima
Den ny konstruktion giver et varmere gulv og mindsker 
fodkulde, ligesom vækstbetingelser for skimmelsvamp 
fjernes. Endelig kan en effektiv radonsikring indgå i 
løsningen.
Forudsætning
Efterisoleringen udføres med et til konstruktionen egnet 
isoleringsmateriale med en lambdaværdi på højest  
38 mW/m K (se ovenfor under anbefalet isoleringstyk -
kelse).
Hvis drænlaget i det ny terrændæk består af 150 mm 
egnede letklinker, kan isoleringstykkelsen reduceres med 
ca. 50 mm.
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
114 114",644,https://byggeriogenergi.dk/
1762,1762,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af terrændæk ved opbygning af nyt terrændæk
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 3
Forudsætninger
Årlig energibesparelse kWh/m2
Årlig energibesparelse kWh
Årlig energibesparelse m3
Økonomisk besparelse år 1, kr. 
Årlig CO 2-besparelse kg120 m2 terrændæk med trægulv på strøer og 50 mm isolering erstattes af nyt 
terrændæk med 250 mm isolering og 150 mm drænlag af letklinker, svarende til 
i alt 300 mm isolering. 
Terrændækket udføres med gulvvarme overalt. 
Naturgaspris: 13,80 kr. pr. m3. Gaskedlen er ny og kondencerende.
                                                           11 kWh/m²
 11 kWh/m² x 120 m2 =  1.320 kWh  
                                                            1.320 kWh / 11 kWh =                 120 m3
 13,80 kr./m3 x 120 m3 =  1.656 kr.
 0,205 kg/kWh x 1.320 kWh =  271 kg / 0,2 tonEksempel på energibesparelse
Varmeproduktion ved forskellige brændsler:
1 liter olie = 8-10 kWh. 1 m³ naturgas = 9-11 kWh. 
(højest for nye kedler)CO2-udledning for forskellige opvarmningsformer: 
• Naturgas: 0,205 kg CO2 pr. kWh
• Fyringsolie: 0,266 kg CO2 pr. kWh
• Fjernvarme: 0,072 kg CO 2 pr. KWh
• El: 0,211 kg CO 2 pr. kWh
Udførelse
Se altid leverandørernes seneste anvisninger. 
Alle installationer ført i det eksisterende terrændæk 
til el, varme og vand afbrydes.
Terrændækket inkl. gulvbelægning, beton og isole -
ring samt drænlag fjernes. Der graves ud til det ny 
terrændæk, som har en samlet tykkelse på i alt ca. 
60-65 cm: 15 cm drænlag, 30 cm isolering, 8-10 cm 
beton samt gulvbelægning. Der graves ikke dybere 
end fundement.
Varmerør, vandrør, afløb, el-ledninger mv. fjernes, 
omlægges eller fornyes som led i udførelsen.
Fundament gennemgås og evt. sætningsrevner mv. 
repareres. Hvis der ikke findes en vandret fugtspær -
re, kan fremtidige fugtgener hindres ved indlægning 
af vandret fugtspærre nederst i væggen.
Evt. understøtninger af indervægge gennemgås og 
udbedres. Om nødvendigt etableres vandret fugt -
spærre.
Nye afløb og rør mv. etableres som led i processen 
nedenfor.  Terrændæk med støbt betondæk  
(velafprøvet løsning)
Der etableres et drænlag – dvs. et kapillarbrydende 
lag af nøddesten, ral, singels eller coatede løse 
letklinker (kornstørrelse 10-20 mm). Drænlaget skal 
være min. 150 mm tykt og helt plant. Drænlaget og 
det varmeisolerende lag kan kombineres, hvis mate -
rialet har de nødvendige varmeisolerende egenskaber 
(nogle typer letklinker). 
Om nødvendigt forberedes etablering af radonsug til 
radonsikring i forbindelse med drænlaget. Se neden -
for under radon.
Der udlægges trykfast isolering (mineraluld eller 
egnede celleplastplader) på det afrettede drænlag, 
som underlag for betonpladen. Isoleringen udlægges i 
mindst to lag med forskudte samlinger. Afhængigt af 
gulvkonstruktionen kan en mindre del af isoleringen 
placeres over betonpladen. 
Varmetabet gennem fundamentet kan reduceres 
yderligere med en udvendig isolering af fundamentet 
(se energiløsning).
Indvendigt langs fundamentet etableres en kuldebro-
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
115 115",1190,https://byggeriogenergi.dk/
1763,1763,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af terrændæk ved opbygning af nyt terrændæk
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 4afbrydelse med min. 20 mm trykfast isolering.  
Der-efter støbes en 100 mm tyk betonplade (C20/25 
eller bedre) med svindarmering. Oversiden af beton -
pladen skal være min. 50 mm over terræn. Fugt -
niveauet må max. være 85 % RF målt i midten af 
betontværsnittet, når membran og gulv udlægges. 
Udtørringstiden kan reduceres med “selvudtørrende 
beton” (vand/cement tal ≤ 0,4). Det giver samtidig 
en øget betonstyrke, så betonpladens tykkelse kan 
reduceres til  
80 mm.
Hvis terrændækket skal afsluttes med trægulv 
udlægges en fugt- og radonspærre, der dækker hele 
betonfladen og klæbes til ydervægge og indervægge 
(fx 0,2 – 0,3 mm polyethylenfolie med klæbede over -
læg på min. 100 mm). Membranen skal være helt tæt 
også ved evt. installationsgennemføringer, hvor der 
fx kan anvendes radonsikre rørmanchetter. 
Der må ikke være revner ved overgangen mellem 
terrændækket (den vandrette del) og fundamentet/
ydervæggen (den lodrette del). Det er vigtigt, at 
fugt- og radonspærren, også ved en strøgulvsløsning, 
lukker tæt over kantisoleringen mellem sokkelinder -
side og betondæk. Hvor muligt anvendes en klæbet 
løsning, da der kan være risiko for fugeslip. 
 Endelig etableres gulv – svømmende trægulv, trægulv 
på strøer eller klinker. Ved klinker kan fugtmembra -
nen udelades under en støbt betonplade, men der 
skal være en effektiv fugt- og radonmembran mod 
fundament og understøttede indervægge.  
Ved gulvvarme kan indstøbes gulvvarmeslanger i be -
tonen – alternativt udlægges et let gulvvarmesystem 
på membranen. Ved gulvbelægning med fliser eller 
klinker anbefales indstøbte gulvvarmeslanger. Gulv -
belægninger af træ skal udlægges efter producen -
tens anvisninger og skal være egnede til gulvvarme.
Membran og evt. gulvvarme udlagt på konstruktio-
nen samt gulvbelægning etableres som beskrevet 
ovenfor.
Tjekliste
Terrændæk
Fugtforhold
Radon
Installationer
GulvvarmeSpørgsmål Svar Løsning Undersøg
Er alternative løsninger og alle følgearbej-
der vurderet?
Har terrændæk og ydervægge tegn på 
fugt eller angreb af skimmelsvamp?
Er radonproblematikken vurderet?
Er der installationer i terrændækket?
Ønsker bygherren gulvvarme?Hvis nej:  se 1
Hvis ja:  se 2
Hvis nej:  se 3
Hvis ja:  se 4
Hvis ja:  se 5Ja [   ]   Nej [   ]  
Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ]
Ja [   ]   Nej [   ]  
Ja [   ]   Nej [   ]Udførelse (fortsat)
1. Fra gammelt til nyt terrændæk 
Terrændækket kortlægges. En løsning vælges, og arbej -
det planlægges ud fra konstruktioner og installations-
føringer. Herunder valg af traditionel eller ”tør” løsning 
mht. tid for udtørring af byggefugt samt evt. gulvvarme-
konstruktion og ændringer i boligen fx af køkken eller 
baderum. Konsekvenser for brug af boligen, adgang og 
afdækning mv. afklares med bygherre.2. Fugtforhold
Fugtforhold vurderes, herunder terrænets højde og 
hældning i forhold til det ny terrændæk. Hvis der er 
tegn på fugt i ydervæggen, kan efterisolering øge pro -
blemet.
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
116 116",1259,https://byggeriogenergi.dk/
1764,1764,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af terrændæk ved opbygning af nyt terrændæk
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 5Ved tydelige tegn på opstigende grundfugt fra funda -
ment til ydervægge eller fra understøtninger til inder -
vægge afklares årsagen. Løsningen kan være at etablere 
en vandret fugtspærre evt. kombineret med et effektivt 
omfangsdræn. Eventuelle skimmelsvampeangreb, der 
ikke fjernes med krybekælderdækket, afrenses.  
3. Radon
Radon er en radioaktiv luftart der trænger ind i boligen 
fra jorden gennem revner i konstruktioner. En måling 
af radon i indeluften tager 2-3 måneder. En måling på 
1-2 uger i fyringssæsonen kan dog give et fingerpeg om 
problemets størrelse. Koncentrationen af radon i boligen 
bør være lavere end 100 Bq/m³. Derfor skal der etab -
leres en lufttæt radonmembran i terrændækket. Den 
kan oftest etableres sammen med den diffusionstætte 
fugtsikring. I de fleste tilfælde er en korrekt udført 
radonmembran tilstrækkeligt. I alvorligere tilfælde hvor 
målinger viser over 200 Bq/m³ kan problemet løses ved 
at etablere radonsug i terrændækkets drænlag.
Et passivt radonsug består af sugbrønde, fx perforerede 
plastbeholdere, med aftræksrør ført fra drænlaget til 
afkast over tag. Hvis drænlaget er opdelt i afsnit, etab -
leres en sugbrønd for hvert afsnit. Sugene samles i ét 
rør. Radonsug er mest effektive, når aftræksrøret forsy -
nes med en ventilator (”aktivt radonsug”). Hvis aftræk -
ket føres ud gennem ydervæggen ved fundamentet, skal 
det forsynes med en ventilator.
Ved etablering af terrændækket kan sugebrønde indbyg -
ges, så radonsug er for beredt. Aftræk/ventilator kan så 
påkobles, hvis målinger viser behov for det.
4. Installationer
Varmerør, vandrør, afløbsledninger, el-ledninger mv. skal 
omlægges eller fornyes, hvis de skal indgå i terrændæk -
ket. Kontakt et VVS-firma og læg plan for installations -
arbejdet. Installationer og rør skal isoleres efter DS 452. 
Fremføringsrør til gulvvarme skal isoleres uden for det 
rum, hvor der er gulvvarme. 
5. Gulvvarme
Et velisoleret terrændæk giver mulighed for gulvvarme. 
Hvis der skal etableres et terrændæk med gulvvarme i 
hele bygningen, skal det sikres, at gulvvarmen er kor -
rekt dimensioneret og efterfølgende vil kunne dække 
varmebehovet i kolde perioder. Det forudsætter typisk, 
at resten af bygningen er velisoleret- Valg og dimensione -
ring af anlæg bør ske i samarbejde med rådgiver.Hvilke krav stiller bygningsreglementet?
Der er tale om udskiftning af en bygningsdel. Den nye 
bygningsdel skal opfylde krav til varmeisolering, udtrykt 
ved krav til U-værdi og linjetab. Kravet skal opfyldes 
uanset rentabilitet. Der skal dog kun efterisoleres til det 
niveau, som er byggeteknisk forsvarligt. Det vil sige at 
udgravningen normalt ikke må være dybere end funda -
mentet.
Det nye terrændæk skal opfylde U-værdi-kravet på 0,10 
W/m²K svarende til en isoleringstykkelse på ca. 300 mm 
mineraluld eller 250 mm mineraluld og 200 mm letklin -
ker. 
 
Terrændækkets samlede tykkelse kan reduceres ved brug 
af egnet isoleringsmateriale med lavere lambda-værdi, 
se www.byggeriogenergi.dk/media/1697/fra-lambdav-
rdi-til-isoleringstykkelse.pdf
En indvendig kantisoleringstykkelse mellem terrændæks -
pladen og ydervæggen på ca. 20-30 mm vil reducere 
linjetabet betydeligt. Hvis linjetabskravet på 0,12 W/
mK ikke kan opfyldes ved 20-30 mm kantisolering vil det 
kræve yderligere tiltag i samlingen, som ikke er bygge -
teknisk forsvarligt.
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
117 117",1321,https://byggeriogenergi.dk/
1765,1765,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af terrændæk ved opbygning af nyt terrændæk
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 6Yderligere information
VIF: VarmeisoleringsForeningens Produktoversigt 
www.vif-isolering.dk
SBi-anvisninger 
Sbi-anvisning 247: Radonsikring af eksisterende 
bygninger
Sbi-anvisning 267: Småhuse – Klimaskærmen, 
2016
www.build.dk
BYG-ERFA erfaringsblade: 
(13) 14 12 12 Opfugtet betonplade i terrændæk
(13) 98 12 01 Kapillarbrydende lag i terrændæk
(19) 11 12 28 Terrændæk i ældre bygninger – 
fugtopstigning i ydermure efter renovering.
www.byg-erfa.dk
Bygningsreglementet
www.bygningsreglementet.dk
Kontakt Videncenter 
for Energibesparelser i Bygninger (VEB)
Du kan ringe til os på tlf. 7220 2255, 
hvis du har spørgsmål. 
Eller gå ind på hjemmesiden: 
www.ByggeriOgEnergi.dkVirksomhedens stempel og logo:
VEB påtager sig intet ansvar for eventuelle fejl og mangler i hverken trykt 
eller digitalt informationsmateriale eller for tab, der måtte opstå som følge 
af dispositioner på baggrund af materialet. VEB forbeholder sig ret til uden 
forudgående varsel at foretage ændringer i materialet. 
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 118 118",478,https://byggeriogenergi.dk/
1766,1766,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af kældergulvUDGIVET NOVEMBER 2011 - REVIDERET  AUGUST 2022
Et kældergulv, som er isoleret med mindre end 100 mm, 
bør efterisoleres, hvis gulvet alligevel skal brydes op fx i 
forbindelse med vand i kælderen, ny kloak eller lignende. 
Det bør ske til nedenstående minimumsanbefaling eller 
til et mere fremtidssikret lavenerginiveau. Efterisolering 
til lavenerginiveau giver den bedste økonomi på lang 
sigt.
Efterisolering af kældergulvet bør kombineres med en 
udvendig efterisolering af kældervæg - se Videncentrets 
Energiløsning om dette. Efterisolering af kældergulv bør 
udføres først.Fordele 
• Mindre varmetab gennem kældergulvet
• Bedre økonomi pga. lavere varmeregning 
• Varmere overflader og dermed mindre træk
• Øget komfort og bedre indeklima 
• Lavere CO2-udledning 
• Nyt kældergulv forøger husets værdi
• Færre fugtproblemer i kælderen
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. Energiløsning
1Isolering
DrænDrænende fyldKantisolering min. 20 mmBeton
Beton
Trykfast isoleringDiffusionsåben
overfladebehandling
Kapillarbrydende lagFugtspærre/radonspærreFuge
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
119 119
Energiløsning",497,https://byggeriogenergi.dk/
1767,1767,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af kældergulv
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 2Energibesparelse
Forudsætninger
Årlig energibesparelse kWh/m2
Årlig energibesparelse kWh
Årlig energibesparelse m3 
Økonomisk besparelse år 1, kr. 
Årlig CO 2-besparelse kgI en bungalow med et kælderareal på 80 m2 ønsker husejeren at få 2,30 m i 
loftshøjde og dermed en bedre udnyttelse af kælderen. Det eksisterende kæl -
dergulv brydes op, og der graves ud, så der er plads til 150 mm kapillarbrydende 
lag, 275 mm isolering og 100 mm betonplade med indlagt gulvvarme. Der var 
ingen isolering i det eksisterende kældergulv. 
Naturgaspris: 13,80 kr. pr. m3. Gaskedlen er ny og kondenserende.
  33 kWh/m2
 33 kWh/m² x 80 m² =  2.640 kWh
 
  2.640 kWh/11 kWh/m³ =  240 m3
 13,80 kr./m3 x 240 m3 =  3.312  kr.
 0,205 kg/kWh x 2.640 kWh =  541 kg / 0,5 tonEksempel på energibesparelseVarmeproduktion ved forskellige brændsler:
1 liter olie = 8-10 kWh. 1 m³ naturgas = 9-11 kWh. 
(højest for nye kedler)CO2-udledning for forskellige opvarmningsformer: 
• Naturgas: 0,205 kg CO2 pr. kWh
• Fyringsolie: 0,266 kg CO2 pr. kWh
• Fjernvarme: 0,072 kg CO 2 pr. KWh
• El: 0,211 kg CO 2 pr. kWhForudsætning
Efterisoleringen udføres med et til konstruktionen egnet isoleringsmateriale med en lambda-værdi på 
37-38 mW/m K. 
Eksisterende gulveKældergulv
275 mm isolering
0,10 U = W/m2K375 mm isolering
U = 0,08 W/m2K
Energibesparelse i kWh/m2 pr. år
Uisoleret
50 mm isolering
100 mm isolering33
15
836
18
11
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 120 120",701,https://byggeriogenergi.dk/
1768,1768,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af kældergulv
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 3Udførelse
De anbefalede isoleringstykkelser kan kun opnås ved 
at bryde det eksisterende kældergulv op.
 
Ved at udskifte kældergulvet opnår man ikke kun, 
at varmetabet nedsættes; eventuelle problemer 
med fugt i kældergulvene kan sandsynligvis også 
afhjælpes. 
Alle installationer i det eksisterende kældergulv, som 
fx kloak eller stikledning til el eller vand afinstall -
eres.
Inden opbrydningsarbejdet påbegyndes, udføres en 
lufttæt afdækning (plastfolie e.l.) for alle døre og 
åbninger til kælderrum, der ikke skal renoveres.
Det eksisterende kældergulv brydes op, og der 
udgraves, indtil den ønskede isoleringstykkelse kan 
opnås. 
Hvis fundamentet ikke når langt nok ned, un -
derstøbes dette i små stykker i takt med, at der 
graves ud til kældergulvet. Det gælder både under 
kældervæggene og de indvendige skillevægge mod 
de resterende kælderrum. Dette arbejde bør ikke ud -
føres uden forudgående kontakt med en rådgivende 
ingeniør.
Ny kloak, stikledninger til el og vand mm. etableres i 
udgravningen. For at hindre optrængende jordfugt bør der udføres 
et kapillarbrydende lag på min. 150 mm. Det kan 
være i form af letklinker eller sten med min. ko -
rnstørrelse på 4 mm. Underlaget skal være stabilt 
(vibreret), så sætningsskader undgås.
Isoleringen udlægges i mindst 2 lag med forskudte 
samlinger. Inden betonpladen støbes, skal der langs 
fundamentet udføres en kantisolering på mindst 20 
mm. Denne mindsker kuldebroen fra fundamentet.
Den færdige gulvbelægning bør være et klinkegulv 
eller en anden uorganisk belægning. Der bør udlæg-
ges radonsikring under betonpladen. Denne føres 
langs kantisoleringen og afsluttes med en elastisk 
fuge langs væg.
Skal der indstøbes gulvvarmerør i betonpladen, ud -
føres dette efter producentens montagevejledning.
Den støbte betonplade udføres med svindarmering, 
fx Ø 5 mm rundstål pr. 150 mm i begge retninger. For 
at reducere udtørringstiden anbefales det at anvende 
“selvudtørrende beton” (vand/cement tal ≤ 0,4). 
Der skal udvises stor omhyggelighed ved tætning 
omkring gennemføring i radonspærren.
Tjekliste
Opstigende grundfugt
Adgangsforhold
GulvvarmeSpørgsmål Svar Løsning Undersøg
Har den eksisterende gulvkonstruktion 
tegn på opstigende grundfugt? 
Er der direkte og uhindret adgang til 
kælderrummet, der skal renoveres?
Ønsker ejeren, at det nye kældergulv 
udføres med gulvvarme? Hvis ja:  se 1
Hvis ja:  se 2
Hvis nej:  se 3Ja [   ]   Nej [   ]  
Ja [   ]   Nej [   ] 
Ja [   ]   Nej [   ]
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 121 121",1057,https://byggeriogenergi.dk/
1769,1769,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af kældergulv
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 41. Opstigende grundfugt
Hvis der er problemer med opstigende grundfugt, skal 
årsagen afklares. Hvis ikke det kapillarbrydende lag 
under det nye gulv løser problemet, kan et omfangs -
dræn være løsningen. Se Videncentrets Energiløsning: 
""Efterisolering af kældervægge"". Omfangsdrænet bør 
udføres efter det nye kældergulv.
2. Adgangsforhold
Det skal aftales med ejeren, hvilken adgangsvej der 
skal anvendes under arbejdet.
3. Gulvvarme
Hvis det er et ønske, at der etableres et kældergulv 
med gulvvarme, bør kældervæggene også efterisoleres 
udvendigt. Se Videncentrets energiløsning ”Udvendig 
efterisolering af kældervægge”. Gulvvarme i kælder -
gulvet kan med fordel kombineres med solvarme, så 
kælderen holdes tør om sommeren. Se Videncentrets 
Energiløsning: ""Solvarme til varmt brugsvand og op -
varmning"".
Indeklima
Når kældergulvet efterisoleres, bliver varmetabet 
gennem gulvet mindre, og der bliver mindre fodkoldt. 
Gulvets højere overfladetemperatur vil også nedsætte 
risikoen for problemer med sommerkondens. 
Sommerkondens er, hvis overfladerne på kældergulve 
og -vægge i sommerperioden bliver så kolde, at der 
opstår kondens, når den varme sommerluft møder 
de kolde vægge og gulve og dermed bliver afkølet til 
under dugpunktet.Hvilke krav stiller bygningsreglementet?
Der er tale om udskiftning af en bygningsdel. Den 
nye bygningsdel skal opfylde krav til varmeisolering, 
udtrykt ved krav til U-værdi og linjetab. Kravet skal 
opfyldes uanset rentabilitet. Der skal dog kun efteriso -
leres til det niveau, som er byggeteknisk forsvarligt. 
Det vil sige at udgravningen normalt ikke må være 
dybere end fundamentet.
Det nye kældergulv skal opfylde U-værdi-kravet på 
0,10 W/m²K svarende til en isoleringstykkelse på ca. 
275 mm mineraluld eller 225 mm mineraluld og 200 
mm letklinker.
En indvendig kantisoleringstykkelse mellem kældergul -
vet (betonpladen) og ydervæggen på ca. 20-30 mm vil 
reducere linjetabet betydeligt. Hvis linjetabskravet på 
0,12 W/mK ikke kan opfyldes ved 20-30 mm kantiso -
lering vil det kræve yderligere tiltag i samlingen, som 
ikke er byggeteknisk forsvarligt.
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
122 122",883,https://byggeriogenergi.dk/
1770,1770,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Efterisolering af kældergulv
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 5Yderligere information
VIF: VarmeisoleringsForeningens Produktoversigt 
www.vif-isolering.dk
SBi-anvisninger:  
239: Efterisolering af småhuse – energibesparel -
ser og planlægning  
240: Efterisolering af småhuse – byggetekniske 
224: Fugt i bygninger 
233: Radonsikring af nye bygninger
www.build.dk
BYG-ERFA erfaringsblade: 
(13) 04 08 03 Terrændæk – kuldebroer ved in -
dervægge og rørgennemføringer
(13) 14 12 10 Radonsug – i eksisterende enfami -
liehuse
(19) 15 11 14 Kældervægge og -gulve - fugtsi -
kring og varmeisolering
(99) 15 01 02 Radonsikring - nye bygninger
(13) 98 12 01 Kapillarbrydende lag i terrændæk
www.byg-erfa.dk
Bygningsreglementet
www.Bygningsreglementet.dk 
Kontakt Videncenter 
for Energibesparelser i Bygninger (VEB)
Du kan ringe til os på tlf. 7220 2255, 
hvis du har spørgsmål. 
Eller gå ind på hjemmesiden: 
www.ByggeriOgEnergi.dkVirksomhedens stempel og logo:
VEB påtager sig intet ansvar for eventuelle fejl og mangler i hverken trykt 
eller digitalt informationsmateriale eller for tab, der måtte opstå som følge 
af dispositioner på baggrund af materialet. VEB forbeholder sig ret til uden 
forudgående varsel at foretage ændringer i materialet. 
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
123 123",546,https://byggeriogenergi.dk/
1771,1771,Videncenter for energi September 2022 katalog_klimaskaerm.pdf,"Dæk over krybekælder ændres til nyt terrændæk
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 1Dæk over krybekælder ændres 
til nyt terrændækUDGIVET AUGUST 2017 - REVIDERET AUGUST 2022
Krybekælderdæk er især anvendt i småhuse frem til 
1960, men findes også i nyere byggeri. Konstruktionen i 
ældre bygninger har typisk ringe varmeisolering, giver 
anledning til træk og fodkulde og kan afhængigt af 
fugtforholdene i krybekælderen være grobund for skim -
melsvamp.
Højden i en kold ventileret krybekælder kan være  
mellem 20 og 180 cm, men ligger ofte på mellem 30 og  
50 cm. Krybekælderen i nyere byggerier kan være ud -
ført med membran eller betonklaplag i bunden.
Hvis gulvet/dækket over en krybekælder ønskes efter -
isoleret, er den bedste løsning at nedlægge krybekælde -
ren og i stedet etablere et velisoleret terrændæk, evt. 
med gulvvarme.Udgangspunktet for denne anbefaling er erfaringer, der 
viser, at risikoen for skimmelvækst i krybekælderen kan 
øges væsentligt, når dækket efterisoleres: 
Isoleringen reducerer varmetilførslen til krybekælderen, 
de lavere temperaturer øger luftfugtigheden i krybekæl -
deren, og risikoen for fugtophobning og skimmelvækst 
vokser. 
Desuden har mange krybekældre adgangsforhold, plads -
forhold og arbejdsforhold i øvrigt, der vanskeliggør eller 
helt umuliggør isoleringsarbejde.
Her beskriver vi, hvordan krybekælderdækket erstattes 
af et nyt terrændæk.
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. Energiløsning
1Gulvbrædder på strøer
Isolering
Fugtspærre / radonspærre
Beton
Trykfast isolering
Kapillarbrydende lag
evt. med radonsugKantisolering min. 20 mm
Klinker
Fugtspærre / radonspærre
Beton
Kapillarbrydende lag
evt. med radonsugKantisolering min. 20 mm
Trykfast isoleringFuge
GulvvarmeslangerNyt terændæk
Videncenter for Energibesparelser i Bygninger skaber viden om konkrete og praktiske muligheder for at reducere energiforbruget i bygninger. 
124 124
Energiløsning",787,https://byggeriogenergi.dk/
