Kilde,content,tokens
NRGI ERFAblade," © NRGI  41   
  
   
 
  
",10
NRGI ERFAblade," © NRGI  42 Ejendommens bygninger og undtagelser  Dato:  26-05-2022  
Revision:  
    
Formålet med dette blad er at understrege vigtigheden af, at i alle har et indgående kendskab til, hvornår man må 
undtage en bygning i tilstandsrapporten og, at I følger gældende retningslinjer på området.  
Reglerne er velbeskrevet i Sikkerhedsstyrelsens vejledning 3 ” Registrering af ejendommens bygninger og 
undtagelser”.  
Herunder et eksempel på, hvor galt det kan gå:  
Vi har en bygningssagkyndig der har været på teknisk revision, hvor den pågældende bygningssagkyndige har 
undtaget 3 bygninger i tilstandsrapporten.  
 
Carport på 28 m2 Udestue på 17 m2 Udhus på 8 m2 
   
 
De 3 bygninger er, i tilstandsrapporten, undtage t med den begrundelse, at de ikke er besigtiget pga. den ubetydelige 
byggetekniske værdi.  
 
Ved den tekniske revision får den bygningssagkyndige følgende ”straf” point for undtagelserne:  
 
Carport – 10 point.  
 Udestue – 9 point.  
 Udhus – 2 point.  
 
I alt for undtagelserne 21 point.    
 
Allerede pga. af de 3 undtagelser er der givet så mange ”straf” point ved den tekniske revision, at tilstandsrapporten 
er fejlbehæftet og man risikerer en påtale. Det er inden man når til tilstandsrapportens skadesregistreri ngen i den 
tekniske revision. Dvs. der skal ikke være ret mange flere fejl i tilstandsrapporten, inden tilstandsrapporten er 
alvorligt fejlbehæftet eller uacceptabel, hvor man risikere advarsel, bøde eller inddragelse af sin beskikkelse.  
Carport og udestu e skulle uden tvivl  have været medtaget i tilstandsrapporten, udhuset ligger i grænsezonen og kan 
nok diskuteres.  
Herunder nogle bullets fra Sikkerhedsstyrelsens vejledning 3 ” Registrering af ejendommens bygninger og 
undtagelser”.  
  
",604
NRGI ERFAblade," © NRGI  43 Bygninger under 5 m2 
Bygninger eller andre bygningslignende konstruktioner under 5 m2 skal ikke nævnes eller registreres i 
tilstandsrapporten.  
Bygninger over 5 m2 
Bygninger over 5 m2 skal registreres i tilstandsrapporten.  
Bygninger mellem 5 m2 og 10 m2, der kan undtages fra e ftersynet  
Der er mulighed for at undtage bygninger, hvis:  
• De repræsenterer en skønnet indkøbsværdi (uden opstilling og montage) på mindre end ca . 10.000 kr.  
• Bygningen er mindre en 10 m2  
 
Bygninger over 5 m2, som skal med i eftersynet  
Bygninger over 5 m2 med en skønnet indkøbsværdi (uden opstilling og montage) på mere end ca. 10.000 kr. skal 
indgå i bygningseftersynet.  
Bygninger over 10 m2 
Bygninger over 10 m2 skal altid registreres i tilstandsrapporten og skal som udgangspunkt indgå i bygningseftersynet.  
Er bygningen uden reel teknisk eller økonomisk værd, skal den registreres, men skal ikke undersøges.  
Bygninger, hvor det ikke tjener noget formål at udføre et bygningseftersyn  
Sekundære bygninger kan være i så dårlig stand, at et bygningseftersyn bliver o verflødigt. I det tilfælde kan 
bygningen undtages uanset dens størrelse eller skønnet indkøbsværdi.  
Det kan eksempelvis være situationer, hvor:  
• Bygningen er ustabil (byggeteknisk vurderet).  
• Bygningen er ikke brugbar pga. nedslidning.  
• Bygningen kan ikke an vendes til andet end sin oprindelige funktion. Dette kan være en tidligere 
produktionsbygning, som ikke kan anvendes uden store og konstruktive ændringer eller en nedslidt 
staldbygning.  
 
 
Det sidste punkt skal I være meget påpasselige med at bruge som arg ument for en undtagelse. Hvornår kan man ikke 
anvende en bygning til andet end dens oprindelige formål? De fleste af os kan nok finde en eller anden form for 
anvendelse af bygning, lige meget, hvad bygningens oprindelige formål var, eller hvordan den er in drettet.  
Kontakt gerne KA -afdelingen og send billeder når I står i situationer, hvor I kommer i tvivl.  
For yderligere uddybning og billede eksempler se:  
Sikkerhedsstyrelsens vejledning 3 ” Registrering af ejendommens bygninger og undtagelser”.  
  ",725
NRGI ERFAblade," © NRGI  44 Sammenskrivning af skader  Dato:  27-04-2023  
Revision:  
    
I kvalitetsafdelingen oplever vi ofte, at der klages over tilstandsrapporter. Især hvis der er mange skader i 
tilstandsrapporten, kan det medføre klager som skal håndteres.  
 
I mange tilfælde kan den slags klager helt eller delvist undgås, hvis vi bliver b edre til at sammenskrive skader, i 
tilfælde hvor det er muligt og kan gøres iht. Sikkerhedsstyrelsens retningslinjer.  
 
Hvis skaderne er af samme type, på samme bygningsdel, med samme karakter og risiko kan skaderne ofte 
sammenskrive s. I disse tilfælde bør  den bygningssagkyndige sammenskrive skaderne.  
 
Herunder eksempler : 
 
 
 
Ovenstående 3 skader kunne være beskrevet som herunder:  
 
SKADE – GUL: 
Der er flere steder konstateret revnedannelser i ydervægge. Det ses f.eks. mod øst og vest, hvor der er 
revner der udløber fra revner i fundament/sokkel, samt omkring vinduer mod øst og vest.  
 
RISIKO:  
Der er risiko for yderligere skadesudvikling, samt risiko for at revner efter reparation vil genopstå.  
 
BEMÆRKNING:  
Revner, i ydervægge, der udløber fra funda ment/sokkel skal ses i sammenhæng med anførte skader under 
fundament/sokkel.  
 
",428
NRGI ERFAblade," © NRGI  45  
Ovenstående 3 skader kunne være beskrevet som herunder:  
 
SKADE – RØD : 
Tagnedløbsrør er ikke ført til tagbrønd, men ender ved terræn. Der er utæt samling i tagrende mod nordvest 
og der mangler tagrender og nedløb mod syd.  
 
RISIKO:  
Forholdende medfører risiko for opfugtning/følgeskader på omkringliggende bygningsdele.  
 
BEMÆR KNING:  
Forholdende har medført opfugtning af facade og sokkel/fundament.  
 
Andre eksempler kunne være vinduer med nedbrydning, eller udvendigt træværk ved tag med nedbrydning.  
Der bør aldrig oprettes mere end én skade pr. bygning vedr. ovenstående. I den  skade beskrives skaden samt 
omfanget som eksempels herunder:  
 
SKADE - GUL: 
Der er flere steder konstateret nedbrydning i udvendigt træværk ved tag. Det ses f. eks. i underbrædder mod 
syd, i sternbrædder mod nord, samt i vindskeder og dækbrædder mod vest.  
 
RISIKO:  
Der er risiko for yderligere nedbrydning.  
 
BEMÆRKNING:  
 
 
 
I kvalitetsafdelingen ser vi flere eksempler på, at antallet af skader kan reduceres betragteligt i vores 
tilstandsrapporter.   
 
  
",405
NRGI ERFAblade," © NRGI  46 Besigtigelse af tag  Dato:  26-05-2023  
Revision:  
    
I Sikkerhedsstyrelsens vejledning 3. ”Registrering af ejendommens bygninger og undtagelser” står der følgende:  
 
”Høje bygninger  
Den bygningssagkyndige skal som minimum have en ca. 3,2 meter lang stige med til brug under eftersynet.  
Tagfladen besigtiges fra stigen, som flyttes rundt om bygningen, hvor de udvendige forhold tillader en sikker 
opstilling. Der er ingen krav om, at den bygningssagkyndige skal gå på tage, hverken flade tage eller tage med 
hældninger ”. 
 
Der er al tså ikke krav til, at vi skal op og vandre rundt på folks tage. Vi er klar over at mange af jer gør det - og 
gør det fordi I gerne vil gøre jeres arbejde så godt som muligt.  
 
I bedes fremadrettet stoppe med at gå op på tage.  Herunder eksempler på, hvorfor vi ikke bør gå på tage.  
 
  Eksempel nr. 1  
Køber af en ejendom klager over, at vi ikke har anført en 
skade ved nedbrydning i ovenlyskarm der vender mod 
vandet  (se billede) . 
 
Vi afviser med den begrundelse, at det ikke er visuelt synligt 
fra stige, opstillet ved tagkant.  
 
Køber vender tilbage og siger, at de kan se i VTR, at vi selv 
har t aget billeder af, at vi har gået rundt på taget, hvorfor vi 
burde have set det og anført det som skade.  
 
➔ Situationen kunne være undgået  
--------------------------------------------------------  -------------------------------------------------------------- ------------------  
 Eksempel nr. 2  
Det er i meget få tilfælde , at man kan komme op på et tag, 
hvis man følger sikkerhedsanvisningen på stigen.  
Man må aldrig stå eller gå højere op på stigen, end en meter 
fra toppen.  
----------------------------------- ---------------------  --------------------------------------------------------------------------------  
 Eksempel nr. 3  
Vi har bygningssagkyndige i NRGI  der har trådt gennem fladt 
garagetag med papbelægning fordi underlag for pap var 
med nedbrydning (heldigvis faldt den bygningssagkyndige 
ikke hele vejen igennem og der skete ikke noget).  
 
➔ Situationen kunne være undgået  
 
",653
NRGI ERFAblade," © NRGI  47  
 
 
 
 ",10
Håndbog for beskikkede bygningssagkyndige,"Oktober 2020   
 
 
 
 
 
 
 
 
 
 
 
 
 
Revideret:  
21. sep. 2020  
13. apr. 2021 
  
 
 
 
  
 
 
 
 
Håndbog for beskikkede 
bygningssagkyndige  
 
Sikkerhedsstyrelsens retningslinjer for at 
udarbejde en tilstandsrapport .  
",87
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
2  
Opdateret 13. april 2021 
OPDATERINGER I HÅNDBOGEN  
21. september 2020 :  Side 23 - Definitionen af den røde skade er tilrettet . 
13. april 2021:  Afsnit 8.5.1 præcisering af litrerings princip ved tilbygninger .  
  ",106
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
3  
Opdateret 13. april 2021 
Indholdsfortegnelse  
      
1. Huseftersynsordningens formål og regelgrundlag ............................................................. 6 
1.1 Huseftersynsordningens formål  .................................................................................... 6 
1.2 Lovgivning og retningslinjer  ........................................................................................... 6 
1.2.1 Lovgivning  ............................................................................................................... 6 
1.2.2 Retningslinjer for bygningseftersynet  .................................................................... 7 
2. Hvervet som beskikket bygningssagkyndig  ........................................................................ 8 
2.1 Personligt ansvar  ........................................................................................................... 8 
2.2 Mentorordning  ............................................................................................................... 8 
2.3 Ansvarsforsikring  ........................................................................................................... 9 
2.4 Uvildigh ed ....................................................................................................................... 9 
2.5 Bestilling af tilstandsrapporter  .................................................................................... 10 
2.6 Vederlag for bygningseftersyn  ..................................................................................... 10 
2.7 Meddelelse til Sikkerhedsstyrelsen om erstatningskrav rejst mod den 
bygningssagkyndige  ........................................................................................................... 10 
2.8 Øvrige krav til den beskikkede .................................................................................... 11 
2.9 Fortrydelsesret på tilstandsrapporter  ......................................................................... 11 
3. Disciplinær - og klagenævnet for beskikkede bygningssagkyndige  ................................ 12 
3.1 Klagesager  ................................................................................................................... 12 
3.2 Disciplinærsager  .......................................................................................................... 12 
4. Kvalitetskontrol af de bygningssagkyndiges arbejde ....................................................... 14 
4.1 Teknisk revision  ........................................................................................................... 14 
4.2 Administrativ kontrol  .................................................................................................... 15 
5. Ejendomme omfattet af huseftersynsordningen  ............................................................. 16 
5.1 Afgrænsning af ejendomme omfattet af huseftersynsordningen  ............................. 16 
5.1.1 Generelt  ................................................................................................................. 16 
5.1.2 Blandet bolig og erhverv  ...................................................................................... 17 
5.1.3 Ejendommen skal være klart defineret  ............................................................... 17 
5.2 Omfanget af eftersynet på visse ejendomme  ............................................................ 17 
5.2.1 Ejerlejligheder  ....................................................................................................... 17 
5.2.4 Ideelle anparter  .................................................................................................... 18 
5.2.5 Nedlagte landbrug  ................................................................................................ 18 
5.2.6 Landbrug med betinget købsaftale ..................................................................... 19 ",683
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
4  
Opdateret 13. april 2021 
5.2.7 Kolonihaver  ........................................................................................................... 19 
6. Generelle retningslinjer for bygningsgennemgangen  ...................................................... 20 
6.1 Omfanget af bygningsgennemgangen  ........................................................................ 20 
6.2 Visuel gennemgang uden destruktive indgreb  .......................................................... 21 
6.3 Skadesbegrebet  ........................................................................................................... 21 
6.4 Vurderingsskalaen  ....................................................................................................... 22 
6.4.1 Generelt om vurdering  ......................................................................................... 22 
Grå: Mindre alvorlige skader  .......................................................................................... 22 
Gul: Alvorlige skader  ....................................................................................................... 22 
Rød: Kritisk e skader  ....................................................................................................... 23 
?: Mulige skader  ............................................................................................................. 23 
7. Forberedelse af bygningsgennemgangen  ........................................................................ 23 
7.1 Indhentning af skriftligt materiale fra ejeren  ............................................................. 23 
7.1.2 Tidligere tilstandsrapport  ..................................................................................... 24 
7.1.3 Energimærke  ........................................................................................................ 25 
7.1.4 Andre bygningsoplysninger  .................................................................................. 25 
7.2 Sælgers oplysninger om ejendommen  ....................................................................... 25 
7.3 Oplysninger om sælger  ................................................................................................ 26 
7.4 Ejendomsstatus og ejendomstype  .............................................................................. 26 
8. Bygningsgennemgangen ................................................................................................... 28 
8.1 Bygningsgennemgangens formål  ............................................................................... 28 
8.2 Tilstandsrapportens elementer  ................................................................................... 28 
8.3 Rapportering af bygningernes tilstand  ....................................................................... 28 
8.4 Formidling af bygningsgennemgangens registreringer  ............................................. 29 
8.5 Opdeling af ejendommen  ............................................................................................ 30 
8.5.1 Op deling af ejendommens bygninger  .................................................................. 30 
8.5.2 Inddeling i bygningsdele og rum  .......................................................................... 30 
8.6 Afgrænsning af bygningsgennemgangens omfang ................................................... 30 
8.6.1 Bygninger, som den bygningssagkyndige har undtaget i tilstandsrapporten  ... 30 
8.6.2 Bygningsdele, der var gjort utilgængelige under bygningsgennemgangen  ...... 32 
8.6.3 Bygn ingsdele, som den bygningssagkyndige ikke kunne besigtige  .................. 33 
8.7 Hustypebeskrivelse  ...................................................................................................... 33 
8.8 Tagets restlevetid  ......................................................................................................... 34 
8.9 Bygningskonstruktioner, oplysninger til ejerskifteforsikring  ..................................... 34 
9. Ny tilstandsrapport og revision  .......................................................................................... 36 ",751
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
5  
Opdateret 13. april 2021 
9.1 Udarbejdelse af en ny tilstandsrapport  ...................................................................... 36 
9.2 Revision af tilstandsrapporten  .................................................................................... 36 
 
 
  ",72
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
6  
Opdateret 13. april 2021 
1. Huseftersynsordningens formål og regelgrundlag  
1.1 Huseftersynsordningens formål 
Huseftersynsordningen har eksisteret siden 1. januar 1996. Ordningen er frivillig, men 
anvendes i langt de fleste  handler med enfamiliehuse. Huseftersynsordningens 
hovedformål  er at beskytte forbrugere mod problemer med fysiske mangler og skjulte 
skader ved køb og salg af fast ejendom. For at benytte h useftersynsordningen skal køber 
fra sælger modtage en tilstandsrapport, en elinstallationsrapport og et tilbud om 
ejerskifteforsikring, hvor sælger tilbyder at betale halvdelen af forsikringspræmien , inden 
købsaftalen bliver  indgåe t. Anvendes huseftersynsordningen,  frigøres sælger for sit 
almindelige  10-årige sælgeransvar.   
Ejerskifteforsikringen giver mulighed for a t opnå dækning for skader, der er ukendte 
(skjulte) for køber på købstidspunktet. Dækningens omfang fremgår  af tilbuddet og 
forsikringsbetingelserne. Hvis køber ikke  tegner en ejerskifteforsikring , vil sælger dog 
stadig være ansvarlig for forhold, der er o pstået efter udarbejdelse af tilstands - og 
elinstallationsrapporten og frem til overtagelsen  af ejendommen . 
Uanset om der er tegnet en ejerskifteforsikring, så vil sælger stadig være ansvarlig for:  
• Forhold uden for bygningerne,  for eksempel kloakanlæg, ned gravede olietanke og 
forurenet jord . 
• Forhold , der strider mod en servitut eller offentlig retlige forskrifter,  medmindre der er 
tale om, at en el- , varme- , ventilations - eller sanitetsinstallation er ulovlig i henhold til 
offentlige forskrifter . 
• Forhold , som sælger bevidst eller groft uagtsomt har afgivet ukorrekte oplysninger om 
i forbindelse med huseftersynet eller handlen.  
• Forhold , som sælger har stillet en særskilt garanti for. 
Med en tilstandsrapport og en elinstallationsrapport får køberen et hjælpemid del til at 
vurdere ejendommens kvalitet og reelle værdi ud fra et overblik over skader, tegn på  
skader og typiske træk ved en ejendom af den pågældende alder og type.  
1.2 Lovgivning og r etningslinjer  
1.2.1 Lovgivning  
Følgende love og bekendtgørelser regulerer huseftersynsordningen:  
• Lov om beskikkede bygningssagkyndige m.v.  regulerer erhvervet som beskikket 
bygningssagkyndig samt disciplinær - og klagenævnet for beskikkede 
bygning ssagkyndige.  
• Bekendtgørelse om disciplinær - og klagenævnet for beskikkede 
bygningssagkyndige  beskriver de nærmere bestemmelser for nævnets virke.  
• Bekendtgørelse om beskikkelse af bygningssagkyndige og udarbejdelse af 
tilstandsrapporter som led i huseftersynsordningen  beskriver de nærmere 
bestemmelser om erhvervet som beskikket bygningssagkyndig og kravene til bygningsgennemgang og indberetning af tilstandsrapporter.  ",1005
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
7  
Opdateret 13. april 2021 
• Bekendtgørelse om elinstallationsrapporter som led i huseftersynsordningen  
beskriver de nærmere bestemmelser om udarbejdelse af elinstallationsrapporter . 
• Lov om revision af huseftersynsordningen  beskriver de nye ændringer til 
tilstandsrapporten og tr ådte i kraft den 1. maj 2012.  
• Lov om forbrugerbeskyttelse ved erhvervelse af fast ejendom m.v.  regulerer bl.a. 
forhold omkring udarbejdelse af tilstandsrapporter. 
• Bekendtgørelse om formidling  m.v. ved salg af fast ejendom 
(Formidlingsbekendtgørelsen)  regulerer bl.a. reglerne for, hvordan 
tilstandsrapporter kan rekvireres (se især § 18).  
• Bekendtgørelse om dækningsomfanget for ejerskifteforsikringer i henhold til lov 
om forbrugerbeskyttelse ved erhvervelse af fast ejendom . 
 
 1.2.2 Retningslinjer for bygningseftersynet  
Det følger af bekendtgørelsen om beskikkede bygningssagkyndige, at  den 
bygningssagkyndige  skal følge Sikkerhedsstyrelsens retningslinjer for gennemgang af 
bygninger og udarbejdelse af tilstandsrapporter. Disse retningslinjer  fastsættes i denne 
håndbog.   
Det er formålet  med retningslinjerne  i håndbog en at uddybe  bekendtgørelsen s 
bestemmelser  i forhold  til den praktiske  del af arbejdet  med tilstand srapporterne. 
Kvaliteten af den bygningssagkyndiges arbejde og vurderingen af, om der er begået  fejl, 
vurderes derfor ud fra retningslinjerne i denne håndbog og den praksis, der er opbygget i 
kontrol len med kvaliteten  af tilstandsrapporter ne og ved behandling af forbrugerklager 
over tilstandsrapporter.  
Det øvrige materiale,  som Sikkerhedsstyrelsen udgiver , er alene af vejledende karakter. 
Det betyder,  at den beskikkede bygningssagkyn dige ikke er forpligtet til at benytte 
følgende materiale i forbindelse med bygningsgennemgangen og udarbejdelsen af 
tilstandsrapporter:  
• Oversigt over byggeteknik og byggeskik  
• Vejledninger til udarbejdelse af tilstandsrapporter  
• Guider til vurdering af skader  
• Vejledende skadestekster  
• Nyhedsbreve   
• Vejledning om brug af it -system   
  ",749
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
8  
Opdateret 13. april 2021 
2. Hvervet som beskikket bygningssagkyndig  
2.1 Personligt ansvar  
En gyldig tilstandsrapport skal være udarbejdet af en bygningssagkyndig, der er beskikket 
af Sikkerhedsstyrelsen.  
Beskikkelsen som bygningssagkyndig er personlig  og således ikke knyttet til 
virksomheden. D et betyder,  at den beskikkede bygningssagkyndige  er personlig t 
ansvar lig for at leve op til de gældende retningslinjer for ordningen . Den beski kkede 
bygningssagkyndige er altså eksempelvis ansvar lig for, at der tegnes en professionel 
ansvarsforsikring, at kvaliteten af de udarbejdede rapporter er tilstrækkeligt  høj, og at 
man som beskikket er uvildig.  
Hvis den bygningssagkyndige laver ansvarspådragende fejl i udarbejdelsen af rapporter, er den beskikkede bygningssagkyndige også personligt ansvarlig for disse . Det personlige 
ansvar gælder , uanset om den beskikkede er ansat i en virksomhed eller er selvstændig.   
Den beskikkede bygningssagkyndige er personligt ansvarlig for at sørge for den 
professionelle ansvars forsikringsdækning (uanset at forsikringen tegnes igennem 
arbejdsgiveren) . Det betyder, at ansvaret for selvrisikoen også vil tilfalde den beskikkede 
i det tilfælde , hvor den ikke d ækkes af arbejdsgiveren, eksempelvis ved arbejdsgiverens 
konkurs. Ligeledes kan gebyrer for henholdsvis udarbejdelse af tilstandsrapporter, 
beskikkelse og genbeskikkelse opkræves direkte hos den beskikkede.  
2.2 Mentorordning  
Ved de tre første bygnings eftersyn efter beskikkelsen som bygningssagkyndig, skal den 
nybeskikkede bygningssagkyndige være ledsaget af en mentor  (en erfaren beskikket 
bygningssagkyndig ). Mentoren skal have  mindst tre års erfaring med ud arbejdelse af 
tilstandsrapporter. Mentoren må ikke være tildelt en advarsel eller en bøde eller være 
frakendt sin beskikkelse.  
Ved huseftersynet udfører den nybeskikkede bygningssagkyndige bygningsbesigtigelsen 
og registrerer skader samt tegn på skader. Det er også den nybeskikkede bygningssagkyndige, de r indberetter tilstandsrapporten i eget navn.  
Mentor en deltager i bygningsbesigtigelsen, vejleder den nybeskikkede 
bygningssagkyndige i tilfælde af tvivl og gennemlæser tilstandsrapporten, inden 
rapport en endelig t indberettes.  
Mentor en underskriver en mentorerklæring , der sendes til Sikkerhedsstyrelsen. Følgende 
oplysninger skal fremgå af mentorerklæringen:  
• Mentors navn og HE -nummer   
• Den nybeskikkede bygningssagkyndiges navn og HE -nummer   
• Ejendommens adresse, kommune og ejendomsnummer  
• HE-rapport ens løbenummer  
• Besigtigelsesdato  ",920
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
9  
Opdateret 13. april 2021 
2.3 Ansvarsforsikring  
Den bygningssagkyndige skal være dækket af en professionel ansvarsforsikring. 
Forsikringens omfang og vilkår  skal mindst svare til , hvad der i almindelighed er opnåeligt 
på forsikringsmarkedet. Forsikringen skal dække  hele den periode , hvor køber kan rette 
krav imod den bygningssagkyndige. Det vil sige  mindst 5 år efter den overtagelsesdato, 
der er aftalt mellem sælger og køber , og højst  i 6 år fra tilstandsrapportens datering.  
Det er et ubetinget krav ti l beskikkelsen, at den bygningssagkyndige altid er dækket af en 
ansvarsforsikring ved indberetning af tilstandsrapporter. Kravet er ufravigeligt, da det skal sikre, at køber og sælger får dækning for økonomiske tab i de tilfælde, hvor den 
bygningssagkyndig e overser skader i sin bygningsgennemgang.  
Hvis den bygningssagkyndige udarbejder tilstandsrapporter uden at være forsikringsdækket, udsættes både den bygningssagkyndige samt køber og sælger for en 
alvorlig økonomisk risiko.  
Konsekvensen er , at Sikkerhed sstyrelsen fratager den bygningssagkyndige sin 
beskikkelse. Derudover kan den bygningssagkyndige indbringes for D isciplinær - og 
klagenævnet for beskikkede bygningssagkyndige , og Sikkerhedsstyrelsen kan nægte en 
genbeskikkelse, fordi den bygningssagkyndige  har udvist en adfærd, der giver grund til at 
antage, at den pågældende ikke vil drive virksomheden som beskikket 
bygningssagkyndig på forsvarlig måde. 
2.4 Uvildighed 
Den bygningssagkyndige skal fungere som en neutral og uafhængig part, der vurderer ejendommens bygninger. Det er derfor vigtigt, at den bygni ngssagkyndige giver en 
objektiv beskrivelse af de forhold, som er undersøgt. Den bygningssagkyndige skal derfor 
være uvildig i den enkelte sag og være uafhængig af interesser, der kan påvirke arbejdet 
som bygningssagkyndig.  
Vurderingen af , hvorvidt den beskikkede bygningssagkyndig e er uvildig , skal ske i hver 
enkelt sag og er altid konkret.  Den beskikkede  er ikke uvildig, hvis den beskikkede  har en 
personlig tilknytning til køber eller sælger  som for ekse mpel familie, nære venner eller 
forretningsforbindelser.  
Uvildighed går begge veje. Det vil sige, at den beskikkede bygningssagkyndige  ikke er  
uvildig , hvis der eksisterer et  venskab eller fjendskab , eller hvis den beskikkede  har en 
interesse i  at finde fl ere eller færre skader , end der faktisk er.  
Partiskheden udløber eller forældes i princippet ikke. Det er dog muligt, at der i praksis vil 
vise sig at være forskel på vurderingen af uvildighed , afhængigt af , hvor tæt tilknytningen 
er.  
Vurderingen af , om den beskikkede bygningssagkyndige er uvildig , skal foretages ud fra 
et konkret skøn i hver enkelt sag, og det er den enkelte bygningssagkyndiges personlige ansvar at sikre, at det sker. ",1028
Håndbog for beskikkede bygningssagkyndige,"Håndbog for beskikkede bygningssagkyndige  
10  
Opdateret 13. april 2021 
2.5 Bestilling af tilstandsrapporter 
Som udgangspunkt bestiller sælger selv en tilstandsrapport hos den bygningssagkyndige , 
for eksempel  ved at søge en bygningssagkyndig frem på www.boligejer.dk . Alternativt kan 
ejendomsmægleren efter aftale med sælger rekvirere en tilstandsrapport  via et 
forsikringsselskab, der udbyder ejerskifteforsikringer.  
Sælgers ejendomsmægler må ikke  bestille en tilstandsrapport direkte hos en 
bygningssagkyndig , og den bygningssagkyndige må  heller  ikke modtage en bestilling af 
en tilstandsrapport fra sælgers ejendomsmægler. Desuden skal den bygningssagkyndige 
oplyse i tilstandsrapporten, hvis den sagkyndige har samarbejdsaftaler med forsikringsselskaber eller andre med interesse i den aktuelle ejendomshandel.  
Det er muligt at pålægge både sælgers ejendomsmægle r og den bygningssagkyndige et 
ansvar, hvis reglerne om bestilling af tilstandsrapporter ikke overholdes. Sager herom  
kan indbringes for D isciplinær - og klagenævnet for beskikkede bygningssagkyndige . 
2.6 Vederlag for bygnings eftersyn  
Vederlaget for udarbejdelse af tilstandsrapport en aftales individuelt mellem den 
bygningssag kyndige og ejeren af ejendommen.     
Sikkerhedsstyrelsen opkræver et administrationsgebyr for hver tilstandsrapport,  den 
bygningssagkyndige udarbejder. Administrationsgebyret kan lægges til det vederlag, som 
den bygningssagkyndige opkræve r for udarbejdelsen af tilstandsrapporten.  
Hvis d en bygningssagkyndige har  en økonomisk interesse i, at en ejendom sælges, er 
han ikke  uvildig. Det er et krav, at den bygningssagkyndige skal have betaling for de 
tilstandsrapporter, som han udarbejder. Fakturabeløbet eller betalingsfristen må ikke være afhængig af, om ejendommen sælges og hvornår. Den bygningssagkyndige må gerne give en lang frist på betalingen af rapporten eller yde kredit, men betalingstidspunktet må ikke afhænge af salgstidspunktet.  
2.7 Meddelelse til Sikkerhedsstyrelsen om erstatningskrav rejst 
mod den bygningssagkyndige  
Den beskikkede bygningssagkyndige skal underrette Sikkerhedsstyrelsen, hvis der rejses krav mod den bygnings sagkyndige, jf. § 3, stk. 1 , i lov om forbrugerbeskyttelse ved 
erhvervelse af fast ejendom.  
En køber eller sælger, der har et økonomisk krav mod den bygningssagkyndige, kan rette 
et erstatningskrav mod denne.  
Der er rejst erstatningskrav, når det er frem sat skriftligt til den bygningssagkyndige. Den 
bygningssagkyndige skal anmelde erstatningskrav et til sit ansvarsforsikringsselskab og 
inden for 14 dage indberette til Sikkerhedsstyrelsen, at der er rejst et krav.  
Der kan rejses erstatningskrav mod den byg ningssagkyndige i op til 5 år , efter at huset er 
overtaget, hvis den  bygningssag kyndige  fejlagtigt har undladt at omtale et forhold i 
tilstandsrapporten eller har beskrevet et forhold utilstrækkeligt, dog ma ksimalt  6 år efter,  
at rapporten er udført .  ",1043
